gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA5112,9740,10201,6428,8046
gene-PA5113,2631,2471,2312,3286
gene-PA5114,8067,8388,6570,8692
gene-PA5115,413,371,503,786
gene-PA5116,225,175,353,509
gene-PA5117,67834,70503,71069,81852
gene-PA5118,12302,12462,14561,15196
gene-PA5119,51728,50769,108056,115237
gene-PA5120,745,794,924,1262
gene-PA5121,4227,4487,4056,5310
gene-PA5122,1910,2166,1903,2676
gene-PA5123,1015,1264,1357,1881
gene-PA5124,2431,2830,3514,3711
gene-PA5125,3041,3520,5477,5429
gene-PA5126,711,769,717,1049
gene-PA5127,1596,1630,1303,1606
gene-PA5128,24687,28131,24090,27024
gene-PA5129,7052,6677,6767,7250
gene-PA5130,5634,5912,6088,6367
gene-PA5131,14069,16396,15908,18506
gene-PA5132,991,919,1242,1924
gene-PA5133,6210,6176,5596,7253
gene-PA5134,10800,11889,14217,16955
gene-PA5135,2387,2547,3342,4274
gene-PA5136,4216,4372,3424,4501
gene-PA5137,1603,1750,1093,1373
gene-PA5138,2340,2527,1935,2522
gene-PA5139,1709,1800,1526,1804
gene-PA5140,4380,5107,4507,5424
gene-PA5141,4307,4971,4790,5316
gene-PA5142,2740,3127,2879,3378
gene-PA5143,7918,8755,7045,8501
gene-PA5144,101,175,154,327
gene-PA5145,994,1187,1320,2171
gene-PA5146,11587,12887,12508,15094
gene-PA5147,5046,5878,6628,7541
gene-PA5148,5868,5751,5760,6487
gene-PA5149,4109,4342,5473,6624
gene-PA5149.1,305,238,126,169
gene-PA5150,2003,2261,1793,1946
gene-PA5151,902,1009,838,1221
gene-PA5152,3532,4320,3387,4389
gene-PA5153,3136,3705,3010,3576
gene-PA5154,660,787,751,1102
gene-PA5155,523,617,629,1080
gene-PA5156,2614,2993,2716,3614
gene-PA5157,976,1089,760,965
gene-PA5158,1761,2353,2276,3411
gene-PA5159,2624,3304,2847,3486
gene-PA5160,3516,3954,2632,3662
gene-PA5160.1,225,174,84,107
gene-PA5161,15905,15868,14600,16768
gene-PA5162,6948,7242,10209,11618
gene-PA5163,13911,13279,12469,13764
gene-PA5164,9513,9217,7689,9060
gene-PA5165,6099,6818,6109,8049
gene-PA5166,4259,4934,5721,6967
gene-PA5167,3881,4158,2791,3354
gene-PA5168,1435,1570,884,1291
gene-PA5169,2105,2064,1321,1886
gene-PA5170,62200,65115,143375,168169
gene-PA5171,97990,79949,279622,309392
gene-PA5172,91621,74930,231174,258459
gene-PA5173,42395,34736,117381,130936
gene-PA5174,21163,22979,29031,32864
gene-PA5175,1340,1617,2199,2795
gene-PA5176,1349,1399,1522,1980
gene-PA5177,2682,2817,2325,2930
gene-PA5178,12262,11877,7288,8619
gene-PA5179,1557,1796,1251,1889
gene-PA5180,1959,2447,2579,3942
gene-PA5181,6263,7838,7855,11049
gene-PA5181.1,895,848,661,917
gene-PA5182,2362,2458,1944,2875
gene-PA5183,524,427,436,538
gene-PA5183a,1221,870,1244,1518
gene-PA5184,1082,1167,1193,1531
gene-PA5185,862,815,861,1182
gene-PA5186,695,818,933,1722
gene-PA5187,1875,2369,1914,2830
gene-PA5188,1049,1261,1227,2165
gene-PA5189,1383,1665,1280,1833
gene-PA5190,1670,1741,1407,1705
gene-PA5191,769,731,495,641
gene-PA5192,38433,38874,33561,37602
gene-PA5193,7564,7415,7186,7406
gene-PA5194,4270,4092,3318,3851
gene-PA5195,1108,1174,1053,1436
gene-PA5196,1584,2226,1596,2123
gene-PA5197,2363,2572,2025,2566
gene-PA5198,2840,3085,3422,4208
gene-PA5199,2211,2631,3746,4992
gene-PA5200,4103,4404,6898,8126
gene-PA5201,19311,19671,19009,21688
gene-PA5202,583,942,1298,1834
gene-PA5203,8266,9341,12047,13673
gene-PA5204,3979,4650,3870,4745
gene-PA5205,1386,1704,1154,1659
gene-PA5206,2437,3119,3386,4191
gene-PA5207,1711,2220,1975,2692
gene-PA5208,3645,4082,3896,5000
gene-PA5209,4942,5142,7374,8963
gene-PA5210,7312,8670,9099,11454
gene-PA5211,353,452,369,629
gene-PA5212,7199,6682,5368,6554
gene-PA5213,4330,5197,4059,6305
gene-PA5214,6960,7133,6341,7289
gene-PA5215,6373,7174,6849,7505
gene-PA5216,1637,1824,1668,2335
gene-PA5217,5756,6063,5286,6343
gene-PA5218,1052,1124,1114,1886
gene-PA5219,1208,1167,789,1392
gene-PA5220,1151,1438,820,1305
gene-PA5221,2382,2493,4238,5605
gene-PA5222,1632,1647,1671,2282
gene-PA5223,5155,5952,9505,10496
gene-PA5224,12116,12446,15766,16971
gene-PA5225,2546,2648,3397,4042
gene-PA5226,2212,2217,2127,2838
gene-PA5227,4568,5088,4474,5714
gene-PA5227.1,3322,3659,4078,5011
gene-PA5228,4670,4821,5614,7239
gene-PA5229,2582,3070,2511,3118
gene-PA5230,4024,4085,4653,5370
gene-PA5231,7872,8332,14204,15054
gene-PA5232,3648,4543,8000,8841
gene-PA5233,1886,2154,1681,1993
gene-PA5234,1751,1945,1402,2195
gene-PA5235,6652,6323,5755,6773
gene-PA5236,2885,3366,3542,4454
gene-PA5237,6600,7143,6996,8346
gene-PA5238,2917,3316,1874,2926
gene-PA5239,38424,37284,46305,52740
gene-PA5240,5228,3987,6994,7015
gene-PA5241,8962,9780,9327,11222
gene-PA5242,17265,17302,27406,29904
gene-PA5243,10380,10850,17121,18584
gene-PA5244,3746,4366,3704,4532
gene-PA5245,4233,4800,5891,6470
gene-PA5246,1938,2292,2274,2662
gene-PA5247,1367,1755,1522,1967
gene-PA5248,4498,5103,4393,5597
gene-PA5249,1404,1772,1143,1887
gene-PA5250,2629,2533,2187,2720
gene-PA5251,2187,2057,1861,2131
gene-PA5252,6365,6951,7937,9084
gene-PA5252a,3051,3066,3657,4458
gene-PA5253,10901,12318,19639,24886
gene-PA5254,1540,1257,849,1153
gene-PA5255,6699,6534,6164,7107
gene-PA5256,1550,1374,1010,1315
gene-PA5257,4490,5032,5943,7151
gene-PA5258,4022,4462,4974,5924
gene-PA5259,2562,3027,2930,4087
gene-PA5260,8700,9930,11115,13509
gene-PA5261,6775,7491,7123,8376
gene-PA5262,3034,3102,2535,3254
gene-PA5263,10628,12434,11327,12793
gene-PA5264,2589,2327,1371,1981
gene-PA5265,5068,4679,2571,3790
gene-PA5266,2131,2529,1528,2741
gene-PA5267,913,803,569,810
gene-PA5268,3139,2752,1907,2448
gene-PA5269,1283,1485,1519,1802
gene-PA5270,4512,4817,4920,6214
gene-PA5271,745,851,1044,1190
gene-PA5272,5002,6728,5301,7142
gene-PA5273,2226,2822,1992,2486
gene-PA5274,5889,5632,6007,7043
gene-PA5275,1064,1225,1231,1671
gene-PA5276,4894,5120,3905,4827
gene-PA5277,14315,15610,18734,22136
gene-PA5278,5289,5920,6584,7370
gene-PA5279,8004,8851,9550,10671
gene-PA5280,2436,2930,3546,4594
gene-PA5281,1692,2021,2120,2789
gene-PA5282,1137,1367,1303,2150
gene-PA5283,3683,4074,3162,3985
gene-PA5284,1421,1106,791,966
gene-PA5285,4430,3771,4555,4239
gene-PA5286,1937,1652,1461,1557
gene-PA5287,2933,2953,3385,4180
gene-PA5288,5967,5820,7918,8744
gene-PA5289,3647,3883,3514,4522
gene-PA5290,3087,3285,2628,3713
gene-PA5291,16523,17215,12561,14613
gene-PA5292,2290,1856,1491,1930
gene-PA5293,1396,1869,1306,1889
gene-PA5294,1231,1608,1286,1961
gene-PA5295,3556,4277,4314,5743
gene-PA5296,16007,15301,14483,16457
gene-PA5297,4221,4632,4553,5737
gene-PA5298,7977,9003,8575,9017
gene-PA5299,5921,6583,6613,7740
gene-PA5300,6093,4803,9338,10150
gene-PA5301,4326,4038,3636,4183
gene-PA5302,2166,2755,3079,3864
gene-PA5303,1914,1731,2047,2335
gene-PA5304,13140,14949,16736,20372
gene-PA5305,1454,1669,1731,2173
gene-PA5306,1983,1789,1917,2335
gene-PA5307,2870,2739,3906,5415
gene-PA5308,2992,2874,2174,2610
gene-PA5309,3511,4098,3495,4138
gene-PA5310,2945,3625,2548,3584
gene-PA5311,1135,1449,1305,2094
gene-PA5312,11116,12812,15757,17959
gene-PA5313,5225,7237,6042,7895
gene-PA5314,1273,1344,1093,1251
gene-PA5315,27527,27110,28574,31318
gene-PA5316,67118,67427,64609,71024
gene-PA5316.1,28243,29121,23598,27153
gene-PA5317,7510,8066,7700,9428
gene-PA5318,952,1082,1098,1567
gene-PA5319,1459,1870,1461,2019
gene-PA5320,10790,12672,12589,16156
gene-PA5321,6814,6613,7562,8127
gene-PA5322,26869,26006,27620,34058
gene-PA5323,9005,8626,9599,10370
gene-PA5324,3469,3888,2983,3880
gene-PA5325,1291,1383,718,1098
gene-PA5326,1488,2179,1039,1748
gene-PA5327,1883,2246,1263,1984
gene-PA5328,507,709,499,758
gene-PA5329,1935,1653,1559,1735
gene-PA5330,3242,3523,3868,4112
gene-PA5331,5952,6290,6379,6834
gene-PA5332,9719,8925,10199,10889
gene-PA5333,1939,2443,2201,2575
gene-PA5334,5078,5312,6079,6699
gene-PA5335,5838,6525,6262,7547
gene-PA5336,8218,8606,7339,8381
gene-PA5337,11198,11729,13769,14105
gene-PA5338,35081,40590,36547,41956
gene-PA5339,9994,10214,9765,11700
gene-PA5340,4749,5597,6857,7630
gene-PA5341,1437,1858,2560,3330
gene-PA5342,985,1341,1609,2535
gene-PA5343,1208,1598,2063,3223
gene-PA5344,9133,10343,9011,10880
gene-PA5345,9846,11097,9713,12361
gene-PA5346,8452,12159,12374,14961
gene-PA5347,1099,1017,723,874
gene-PA5348,4990,5880,3882,5001
gene-PA5349,3684,4193,4270,5495
gene-PA5350,839,722,793,860
gene-PA5351,318,400,248,253
gene-PA5352,304,421,258,536
gene-PA5353,647,828,645,1149
gene-PA5354,323,510,405,918
gene-PA5355,1515,2185,1293,2180
gene-PA5356,704,1000,1087,1669
gene-PA5357,1322,1826,2797,3360
gene-PA5358,2563,2988,3110,3638
gene-PA5359,976,1297,1323,1537
gene-PA5360,2116,2124,2005,2701
gene-PA5361,2658,3058,1890,2917
gene-PA5362,7723,8427,8934,10824
gene-PA5363,1973,2302,3074,3967
gene-PA5364,3262,3337,3862,4867
gene-PA5365,3274,3233,2357,2935
gene-PA5366,5668,5585,3931,4687
gene-PA5367,3913,4195,2733,3831
gene-PA5368,5244,5343,3212,4033
gene-PA5369,3615,3308,2036,2495
gene-PA5369.1,2226,1384,919,931
gene-PA5369.2,1348967,347971,800890,754865
gene-PA5369.3,1531,946,964,723
gene-PA5369.4,1898,1207,1124,874
gene-PA5369.5,52536,9082,19526,16578
gene-PA5370,2570,2575,1830,2341
gene-PA5371,2417,2796,2040,2815
gene-PA5372,11230,12364,26361,28277
gene-PA5373,21389,25383,42776,47947
gene-PA5374,5440,6435,12382,17343
gene-PA5375,3524,3790,2995,4047
gene-PA5376,2547,2974,2537,3180
gene-PA5377,2675,2642,2470,3059
gene-PA5378,3599,3443,2876,3695
gene-PA5379,1358,1598,1227,2208
gene-PA5380,1743,1791,1665,2364
gene-PA5381,335,289,333,513
gene-PA5382,865,1161,801,1154
gene-PA5383,990,1128,755,1503
gene-PA5384,271,355,401,948
gene-PA5385,400,432,411,727
gene-PA5386,766,969,791,1447
gene-PA5387,754,857,610,1081
gene-PA5388,1096,1318,820,1409
gene-PA5389,1233,1720,1237,1997
gene-PA5390,622,927,1032,1992
gene-PA5391,275,449,503,1005
gene-PA5392,568,654,509,712
gene-PA5393,1509,2054,1398,2468
gene-PA5394,2316,2857,2009,2970
gene-PA5395,681,682,443,878
gene-PA5396,1914,1242,861,1180
gene-PA5397,923,978,397,687
gene-PA5398,2756,3052,1995,2911
gene-PA5399,1761,2481,1833,3136
gene-PA5400,694,762,761,1540
gene-PA5401,574,587,700,1188
gene-PA5402,1208,1112,617,961
gene-PA5403,1022,1045,614,795
gene-PA5404,933,876,588,835
gene-PA5405,532,630,396,533
gene-PA5406,2771,2835,1960,2211
gene-PA5407,1648,2205,1857,2377
gene-PA5408,806,890,1167,1524
gene-PA5409,1618,1859,1806,2266
gene-PA5410,1866,2031,1045,1500
gene-PA5411,1499,1281,799,1326
gene-PA5412,2765,2846,2855,4645
gene-PA5413,5713,6455,6173,7197
gene-PA5414,5225,6343,5122,6806
gene-PA5415,1799,2359,1471,2468
gene-PA5416,1461,1673,1017,1810
gene-PA5417,554,560,292,470
gene-PA5418,2396,2925,2425,4082
gene-PA5419,688,811,660,1085
gene-PA5420,1306,1545,879,1380
gene-PA5421,1471,1453,856,1455
gene-PA5422,3392,3808,5175,5871
gene-PA5423,3146,2904,3075,3500
gene-PA5424,1542,1218,989,1220
gene-PA5425,7687,8734,8063,9119
gene-PA5426,5166,5987,6215,6686
gene-PA5427,4127,4894,13288,13366
gene-PA5428,2637,2852,4953,5360
gene-PA5429,34408,34556,19464,25217
gene-PA5430,1958,2018,2448,3298
gene-PA5431,748,857,911,1509
gene-PA5432,1002,1257,716,1012
gene-PA5433,714,1010,837,1250
gene-PA5434,2396,2278,2083,2762
gene-PA5435,6829,6675,9584,11182
gene-PA5436,7149,7997,8970,11720
gene-PA5437,2852,3262,2358,3042
gene-PA5438,7541,11113,10704,13416
gene-PA5439,2568,3019,2603,3531
gene-PA5440,5992,6334,6350,7350
gene-PA5440a,1219,1420,1485,1656
gene-PA5441,10766,10488,6006,7086
gene-PA5442,3044,3431,2621,3862
gene-PA5443,10402,11230,12318,14192
gene-PA5444,1893,2011,1714,2073
gene-PA5445,7411,9077,5309,6647
gene-PA5446,6656,9008,11961,15061
gene-PA5447,3043,2962,2752,3642
gene-PA5448,1580,1702,1443,2222
gene-PA5449,2432,2857,1945,2805
gene-PA5450,2331,2638,2104,2714
gene-PA5451,2121,1759,1250,1627
gene-PA5452,2593,2987,2180,2777
gene-PA5453,2184,2290,1967,2663
gene-PA5454,2249,2380,1870,2498
gene-PA5455,5979,6351,6038,7507
gene-PA5456,3986,4429,4639,5953
gene-PA5457,1422,1798,1769,2340
gene-PA5458,2265,2342,2089,3010
gene-PA5459,2062,2509,2148,2989
gene-PA5460,499,546,340,447
gene-PA5461,15376,18285,26259,29026
gene-PA5462,5064,6039,5843,7461
gene-PA5463,4527,5700,6586,7829
gene-PA5464,3662,4395,5989,8445
gene-PA5465,989,1099,1155,1673
gene-PA5466,1150,1138,1008,1646
gene-PA5467,843,1185,804,1192
gene-PA5468,2325,2779,1586,2152
gene-PA5469,1340,940,681,890
gene-PA5470,482,643,802,1222
gene-PA5471,2268,2717,2976,3789
gene-PA5472,3030,3192,2194,3003
gene-PA5473,4148,5334,5201,7513
gene-PA5474,3432,4050,5868,6931
gene-PA5475,3485,4075,9521,10288
gene-PA5476,2220,2615,1595,2410
gene-PA5477,2319,2418,1641,2410
gene-PA5478,2801,2932,2228,3020
gene-PA5479,14264,15763,11809,13168
gene-PA5481,1066,771,435,657
gene-PA5482,668,334,201,223
gene-PA5483,5149,5536,5968,7052
gene-PA5484,4441,5243,5116,6125
gene-PA5485,2562,2782,2714,3377
gene-PA5486,2027,2374,1970,2785
gene-PA5487,5157,5598,6404,8375
gene-PA5488,9059,9256,10202,11659
gene-PA5489,8805,9552,10324,11809
gene-PA5490,15798,17785,22921,23854
gene-PA5491,9258,10133,8578,9770
gene-PA5492,6661,6387,7268,8545
gene-PA5493,14943,16156,16817,19889
gene-PA5494,3527,3825,6087,6290
gene-PA5495,6298,6972,13732,17703
gene-PA5496,3129,3269,5859,6334
gene-PA5497,14160,14323,24209,24931
gene-PA5498,4079,4703,4656,5921
gene-PA5499,5709,6455,7569,9821
gene-PA5500,8477,10162,8889,11326
gene-PA5501,4430,4709,4207,5152
gene-PA5502,3674,3791,4522,5820
gene-PA5503,13381,13618,12960,15064
gene-PA5504,5390,5492,6963,7722
gene-PA5505,12434,13359,13692,16175
gene-PA5506,4571,5604,5440,7235
gene-PA5507,4656,4871,5015,5695
gene-PA5508,3059,2994,5039,6888
gene-PA5509,2727,2834,2534,3195
gene-PA5510,3744,4022,3218,4071
gene-PA5511,2778,3183,2686,3606
gene-PA5512,2541,2919,2583,3849
gene-PA5513,1839,1981,1559,2110
gene-PA5514,1941,1885,1403,1760
gene-PA5515,1585,1782,1981,2632
gene-PA5516,3151,3320,2443,3050
gene-PA5517,1583,1814,1601,1923
gene-PA5518,3403,4102,4111,5512
gene-PA5519,2044,1774,1627,1989
gene-PA5520,1937,2268,1598,2270
gene-PA5521,2519,2521,2299,3051
gene-PA5522,2103,2527,2166,3034
gene-PA5523,3537,4249,3675,4967
gene-PA5524,1285,1551,1465,1976
gene-PA5525,2493,2597,2304,2905
gene-PA5526,2683,2541,2023,2546
gene-PA5527,1635,1518,1398,1552
gene-PA5528,7178,8129,9409,10857
gene-PA5529,3887,4227,3162,3972
gene-PA5530,8614,7621,6113,6396
gene-PA5531,8393,7569,7090,7919
gene-PA5533,2270,2053,1857,2239
gene-PA5534,3187,3227,3222,3917
gene-PA5535,8041,7289,7095,8311
gene-PA5536,7403,8219,5026,6038
gene-PA5537,1340,1541,1192,1776
gene-PA5538,2663,3174,2172,3478
gene-PA5539,3920,4358,3824,4926
gene-PA5540,2719,2963,2082,2587
gene-PA5541,4662,5693,3774,5071
gene-PA5542,2334,2760,1463,2139
gene-PA5543,333,441,386,731
gene-PA5544,2674,3226,1762,2932
gene-PA5545,2190,2257,1473,1983
gene-PA5546,3458,3395,2950,3871
gene-PA5547,2503,2557,1998,2867
gene-PA5548,2111,2412,2241,3482
gene-PA5549,7855,8005,8863,10161
gene-PA5550,3461,3234,2263,2614
gene-PA5551,2674,2674,2101,2633
gene-PA5552,9524,10405,11207,12825
gene-PA5553,13658,13288,15069,16810
gene-PA5554,115386,115222,137417,155390
gene-PA5555,62339,63366,68263,78987
gene-PA5556,142190,140828,172657,193134
gene-PA5557,37236,38307,42436,49360
gene-PA5558,37245,36791,46178,50832
gene-PA5559,20212,15279,22048,22673
gene-PA5560,45322,45408,40992,46236
gene-PA5561,3989,3221,2248,2471
gene-PA5562,6283,6091,7354,8121
gene-PA5563,11751,12302,12402,14086
gene-PA5564,6593,6605,6846,7681
gene-PA5565,16699,16682,16774,17938
gene-PA5566,980,524,323,364
gene-PA5567,4995,5575,4472,5278
gene-PA5568,47867,46542,52565,58434
gene-PA5569,61415,63995,62890,70462
gene-PA5570,36072,41222,41538,47145
